amor_queso,amor_carne,amor_vegetales,amor_arroz,amor_frituras,clase
7.576652209645491,7.437091900473041,3.0968922327788335,2.5322230262682357,6.517016028201431,hamburguesa
3.828369926858637,8.638408395094988,8.096349220281464,7.29589565374155,2.7761700400134606,pollo_horneado
7.163603974192188,8.060634685442897,5.913418237596814,3.2296670644805707,6.143960444493801,hamburguesa
8.414558122822879,4.562957411434567,2.389536939945352,4.030733162546546,6.24971569825968,pizza
7.9198756941043635,5.934471058680781,4.891401423806961,6.135770166613531,5.897583477971495,pizza
5.79075314832019,2.9841964701361587,8.326312901827745,5.8693533041842585,2.2991380696173067,ensalada
3.573122897525374,8.15026366447161,8.492512975112804,5.418319610011943,3.4322720762963383,pollo_horneado
6.762617955363599,2.4161343492139764,9.09876209428058,7.144805985532097,1.795730612462906,ensalada
3.0637461999484366,9.13913222034003,8.391393152821237,8.360626528951762,2.720184316783272,pollo_horneado
5.201094245997823,3.424377055687314,9.84906684704436,7.654789936750953,4.6581090250457855,ensalada
7.738925635947435,5.2547023391451155,5.0682135948884595,4.552037009849624,5.887159491697177,pizza
7.318018539698348,6.6914869795611605,5.249268847044144,3.8357706457321137,5.314014993762728,pizza
3.9118472804167848,7.757920820040638,8.093654838198288,6.766948490041077,3.8409908969184716,pollo_horneado
3.1627386587733453,7.722799930419929,6.7003241860421445,6.798283849942152,3.942058426686085,pollo_horneado
7.505895232975313,4.690694444350201,2.665022219800056,3.6170001988962044,6.204376530327603,pizza
4.210576539721077,8.892026437955968,7.142101153928075,9.348383333690071,2.512909632052597,pollo_horneado
5.468168296672154,3.0685548122404946,9.060253881446451,6.164970864162544,4.100847748932501,ensalada
5.982899490701694,8.216100124494142,4.2426172008955465,3.5687309941890897,5.248292668195955,hamburguesa
4.429733868132638,3.69575180733015,8.462959194064009,5.084981520839223,2.852693461855701,ensalada
7.071959826307945,7.681063756109837,3.4071601044971076,3.3703564303626803,7.67102559542262,hamburguesa
3.800507924318707,6.3627288304432925,6.846618647194419,8.75130768664643,8.186600150558133,arroz_frito
3.544305538085606,8.59395349647504,5.801115499488452,8.820830716773346,2.861307845783865,pollo_horneado
6.172840900371762,8.27272048246383,2.6087189226999277,2.219407677020559,8.257904468565064,hamburguesa
6.160028152609462,7.270185939677146,2.737826384225027,3.6548511442066305,8.218955007514499,hamburguesa
7.083202928363154,6.731322256376336,3.136720157917623,1.9854536671836145,4.968199166750903,hamburguesa
4.332891376936549,3.0059478464264857,8.169852413284312,4.765230688189516,2.584942625402986,ensalada
3.477634526422988,4.9762065157602375,7.190049296194672,8.773321889490015,7.74642774078383,arroz_frito
7.5043672425743795,5.305233176985258,3.5519211638663384,2.1349649277928897,6.299663115310489,pizza
4.174648431633399,7.693567801851487,5.263817658835093,7.044175103184682,3.489080951809194,pollo_horneado
7.656803895300706,6.042872748132921,4.40675103667799,6.5423950131157635,6.1301443695181925,pizza
4.466745246117295,2.178593689575,4.38922420453231,8.98943704910661,6.363038942308052,arroz_frito
4.577669527617499,7.670369911356353,3.578232672166215,3.4501798221472577,4.347175832088128,hamburguesa
6.125172526600105,8.657418908138308,6.262660389023829,2.9522924734066813,6.788384139069783,hamburguesa
7.252592746081366,4.972855579350129,6.833333164048059,5.421010946789213,6.347219878269277,pizza
1.81552189858634,8.545813897453293,7.263353279336702,8.818012178658995,3.5202645443301472,pollo_horneado
3.105659836501327,4.462731134738872,4.550914280858383,8.668261575981392,7.439071783108388,arroz_frito
7.24653597499732,7.341443354241989,2.11469878743239,2.6544652783495026,6.147025815784496,hamburguesa
5.681968099210639,7.73826282646844,3.301522133081535,3.3102566980561985,5.360448592180047,hamburguesa
6.917612704138149,4.584619085946984,3.666633863892994,3.080201311427202,5.34270046748665,pizza
6.107295710838381,7.963689077196309,4.194025462035849,2.7765993741997805,5.777920074619868,hamburguesa
4.229215149486491,7.9691435370270245,6.001329819121708,6.6757775423474035,3.1362711435210757,pollo_horneado
4.987595410915721,2.281017481836698,9.111432761102376,5.844807822396786,3.6430730857903377,ensalada
5.858824092009401,4.6291404462148815,8.538818036419217,6.519953505726902,5.433514278052984,ensalada
3.1613384833566394,8.816347123121046,7.761463855177216,6.926550461130072,2.7395138851416387,pollo_horneado
7.62008772460028,4.913850417496683,6.41128725385669,4.774657168797703,5.7717676800444275,pizza
6.977835204041559,4.599345923400412,4.723327766054944,5.349130589165192,5.795677371684609,pizza
3.9914884364574004,5.361077522090429,6.939378747301119,8.95837198881566,9.004887432734312,arroz_frito
4.017357005220404,2.7636282309851445,8.673484022869877,4.385577950409581,3.479721570149654,ensalada
3.4798970348886376,7.702723726665425,4.6403972412205885,8.302287542705772,9.61771398363661,arroz_frito
3.236590686636878,8.465709892601263,8.909814697551443,6.289047821505229,3.2538691232656736,pollo_horneado
4.233916003655115,6.9690654960788,5.742258622274036,6.721098771649532,4.2333653768146595,pollo_horneado
5.7001311878664085,7.8517760966409975,5.154755880393408,2.969071090821188,4.370641778244536,hamburguesa
3.949587890710709,4.990245094719326,7.67714846339205,5.070478318672922,2.232909613778974,ensalada
2.63794828158304,9.321139294335644,6.221397683391259,8.256089102245525,2.1679753900770447,pollo_horneado
4.502250826178349,4.697900953834609,8.396534780946896,5.151822643249312,4.710358389973237,ensalada
6.545538140859465,7.981764049734569,2.862622760984225,2.9373380947911585,6.0206157094490145,hamburguesa
5.644826020927811,6.771030918813595,3.643194483877526,3.7423482966709853,4.702059592549852,pizza
9.092123848724706,7.919368715203059,0.3148911534956764,2.5341260163940795,6.559300416274913,hamburguesa
5.909135245426928,2.4561084279968965,4.099334027458763,9.009877365428551,8.67523403761402,arroz_frito
7.597166884548713,5.087126885635472,4.019343963241898,3.7257985468092008,5.548218772819014,pizza
4.235528443195837,7.680464213892967,7.472030485342722,8.416119963434875,4.062014762001085,pollo_horneado
6.1714643043704775,8.025043843449318,3.2165727564956006,3.6779311993442905,6.997275538310399,hamburguesa
3.801428718281885,7.301353533463691,5.552850903763775,5.47008123737767,3.7859659574388926,pollo_horneado
6.544325638634598,6.13316635533359,5.164048697395233,4.280676413516587,5.881574527343767,pizza
7.860785902595949,8.469298216361413,2.779955809669236,2.6363021146171906,8.070912756793117,hamburguesa
3.0738224973484414,9.075963300092504,5.885024315327361,6.580228458756202,2.066842564047329,pollo_horneado
6.537075158512883,7.826769732758805,1.7657291621371747,3.1730901834453853,5.667045445161943,hamburguesa
4.936956129383675,2.039112844906422,5.4636508317705585,8.819436646214346,6.534624026603954,arroz_frito
4.6135162636582,3.2757174728304634,8.095508768813302,4.3715922612524585,2.010574166583387,ensalada
6.499993650408094,6.761364650652342,4.6835309622244194,4.874007892529875,6.8727677054770036,pizza
2.7565393830781804,3.251930744182345,8.489600881340262,5.1352721244432535,1.8127705740676914,ensalada
3.6791128410664555,6.6941093631565645,7.726570190688977,6.228264006082531,4.074026573477555,ensalada
2.140668835307912,7.829499182099683,7.9078193375013015,6.643139282194989,4.274621922657548,pollo_horneado
5.153270361533881,4.077532975636895,8.044494245937223,4.9085013252722085,1.490977429262037,ensalada
2.030657878635796,8.197795924671972,5.686530632467932,6.217450303682785,3.081528890677639,pollo_horneado
6.141175961767883,5.18666820540089,6.8338667277362894,5.110824299359284,5.134213685503263,pizza
6.1458333972065775,3.2291854486207354,8.556290503902519,5.704034812824475,1.7513476868184257,ensalada
4.215230298887889,6.318800554405284,6.194327776726273,8.233133337483268,7.373868924539117,arroz_frito
9.220390381905762,9.450068290094112,6.603362101702247,2.7939551927303747,8.03999841617945,hamburguesa
5.774038218524705,8.094445683787114,3.0206968225187394,2.9633387374447127,6.397126726922275,hamburguesa
4.4229432029355165,4.2195836163605565,9.14777549502659,7.904370710195049,3.483294334841092,ensalada
7.4186124610053845,4.304767149790373,5.366538592687985,5.485579170253669,4.740960374173197,pizza
6.7173255420784805,5.947289536473403,3.9758707555473265,4.84298394035926,5.9279664479279655,pizza
7.653898595087503,4.896966444364107,4.305371148074043,3.669037702028791,5.949846656829791,pizza
4.210474789963535,8.412707849181922,6.582984242622372,7.194868862829485,2.8559509784165584,pollo_horneado
3.707019184308149,7.718441938296926,6.108181382177948,6.097632560695755,3.4587192645033964,pollo_horneado
4.62480780477018,7.8970253905710655,7.611736449038788,4.420757182480004,3.0186340468284354,pollo_horneado
3.929277557150513,3.154738955638254,7.0929883346740334,8.614486645334027,6.502043194740476,arroz_frito
5.411534967171319,6.289061661755895,6.95231094956853,9.218374509504084,8.063554977967858,arroz_frito
3.2846852814105585,3.1630136716586796,5.380717608193697,8.724799953140439,5.741830110290483,arroz_frito
7.529650038067638,8.263681374812213,4.998470933527097,2.3252163389797182,6.368059917345205,hamburguesa
3.714070456679737,4.009986551977273,5.392815040965084,8.97533378871803,7.087530189290038,arroz_frito
3.6014719481764024,5.419995948711049,5.2336164159174015,8.606974941230717,8.454967809164193,arroz_frito
6.671239208115517,7.864116345120284,4.191044411051132,3.4581112757042805,6.3405437254779455,hamburguesa
6.599969373921341,7.612134246840016,3.946554623801165,2.4586770727411436,5.634880600228814,hamburguesa
7.318724767429411,5.864583829212009,6.578748151208095,5.58368253776961,5.565337193154107,pizza
7.064177228810163,4.452173380057358,5.180577532340828,4.633499943347818,5.029901291947748,pizza
7.463575820052428,7.5264427313057505,3.536267296851219,1.992152410908379,6.553043331029752,hamburguesa
3.1619407098321917,8.023422230861945,6.626521699617522,5.608884665846851,3.0274203728061293,pollo_horneado
5.701467998762291,3.8802101728243863,8.021899044582534,4.585108403251832,2.6882992507561996,ensalada
3.1633195090214827,5.053873017318154,7.490037230990187,8.96315225118708,7.922234996716758,arroz_frito
3.366087313176086,8.029098629866805,9.113866599483082,4.919873739351005,3.55436319452914,pollo_horneado
4.9044280270323455,8.222511016751538,4.956559524980416,4.894588242634782,2.2247061406960693,pollo_horneado
7.045817925683139,4.033478721733641,8.963354742325892,7.2221228925443,3.1908414027841756,ensalada
4.072946564098173,4.473850910831091,6.593471965539474,8.960291036043833,6.1524053990084315,arroz_frito
4.328985951302772,3.551290738024275,7.89106998316498,4.285495918157549,2.9110054921438198,ensalada
7.187421338758126,4.940907714507457,4.739932013985465,2.2711355686484342,5.110802445483954,pizza
4.471769354829017,4.994578050460993,7.852289324118642,4.940470443133425,3.451820689449654,ensalada
6.842126259790105,5.672249408580024,4.425658085534392,5.280824598404785,5.956624778843108,pizza
4.811419146200084,2.6855572152791916,5.679238278259651,9.25496100937945,8.03083291308327,arroz_frito
3.0173790561072162,6.505080812192833,8.280384778153792,8.789863090506882,6.448418857372297,arroz_frito
6.940161267087847,7.038222909179058,5.146401151318452,4.7858225855659,6.861370458517758,pizza
6.797961535684225,7.722354960669626,4.772818833367629,3.073258416740388,5.2214255761738695,hamburguesa
5.756382950782953,7.823589432916644,4.294649046170909,3.5597218660151877,5.76013298757326,pizza
3.8547026514349727,4.528597747377785,8.024967817928756,9.2757796471156,8.128805403263483,arroz_frito
3.5744456899398056,7.3766920911754195,6.25000062286842,6.654805443752643,3.6981396795579524,pollo_horneado
7.681343442487339,5.134622438759748,3.5537687312987725,4.606692891270835,5.849375722327585,pizza
8.675118263623808,7.7084807651750324,5.11370225864406,4.50003596378056,7.6673878302628635,pizza
5.210931110632456,7.780415357208055,7.105532731946757,5.710828371088933,3.1166449796206184,pollo_horneado
2.1338116862844556,8.152543468233686,5.554485676698535,9.33175964126136,3.7455710332852026,pollo_horneado
8.050482375099525,7.498745883547541,3.7160596020471623,3.1914008342777263,7.142562145524714,hamburguesa
2.903960919549161,7.013193256658115,4.870769843806494,7.457119185031292,4.547491388006918,pollo_horneado
7.126049514627249,3.4728740701180603,8.660023758922526,6.363100614476842,3.7983504914717887,ensalada
4.750750496914681,2.7016144741559707,8.393453366662172,4.563865709098883,3.8371426182725923,ensalada
6.776753888848659,2.5194238278052454,5.005551804620509,5.724694631668732,4.097589403961509,pizza
3.058928780670325,5.938541633835985,7.524910143441976,8.78610206172578,6.997067050306372,arroz_frito
5.949030415434852,7.966292075504532,3.3377616256929996,3.2245460532007617,7.101327113537607,hamburguesa
3.89072725102367,7.688563797320667,5.277560189177655,6.613111113158045,3.231140916972293,pollo_horneado
6.681861274457562,4.654471947488996,8.382435711497909,6.580791298499737,3.173800470916586,ensalada
5.371108558452618,5.770866602230268,6.2994736029726734,8.815348045896826,7.146362406805153,arroz_frito
5.423542645510427,4.729208017418325,8.938512918181328,6.951656305968809,3.9464422821755227,ensalada
6.817180224172514,8.22348626401977,3.257440825219666,3.1280539379639114,7.216998371907794,hamburguesa
6.957743768898066,8.405272452898421,5.9206036356209,2.827012077324431,7.9251389348057035,hamburguesa
3.0434965679389365,9.344353702939236,8.293189243176121,9.452609879877752,2.637155149890953,pollo_horneado
3.959074263670765,4.5596445024309356,4.47805157299716,9.2357919861741,8.636658253153783,arroz_frito
6.566679455594489,5.183774440998894,4.804285153741323,5.820437180701568,5.6371776061121395,pizza
4.348643124210017,6.2810047276865575,7.440933098910604,8.995396981637487,6.841166867145558,arroz_frito
7.5439272087499765,5.923134929177205,5.314125769563768,4.309507602239719,6.304523996669442,pizza
6.292225344414393,8.62631750322942,3.3593177310785443,3.796614730072249,6.836451175413191,hamburguesa
3.015931592916611,7.09418808991161,6.52444188092975,9.0039007727151,7.6996722839820935,arroz_frito
3.4122632412155127,8.655684718523402,7.89874604248645,6.962525205190574,2.7901899492780364,pollo_horneado
6.419168590418329,7.170317660293528,3.2294414895096883,3.234122303813913,7.162358548758453,hamburguesa
7.766904342543383,8.314446364296645,2.789001771662799,3.1838856860755875,7.210994654206738,hamburguesa
7.548194680934256,5.902079643145404,7.172821788834654,4.165188905952906,6.461668653244896,pizza
5.014916564572964,3.133730061974329,8.538011832068271,5.284421114782369,3.8710126732719936,ensalada
3.219570115205486,8.56677817398282,6.315181673449339,7.57169896811695,2.7372396821053937,pollo_horneado
4.83266079302834,3.7182914384747656,9.142446358492618,7.483940661649215,4.342355618500208,ensalada
3.8032681602839666,6.279258578004832,6.703051989616189,8.940602077609762,7.915156864267727,arroz_frito
4.4746498504058225,7.341942478112259,8.676177681790326,6.074151247967819,4.230324638997632,pollo_horneado
6.848765956106566,8.999877353761178,5.163958990938854,2.5881229760026208,5.927371822078836,hamburguesa
7.51883583675049,8.001127343426141,1.0262041234754586,3.3083542157721295,8.629303526209542,hamburguesa
5.44910361029114,5.263110614059096,5.156723172762737,7.989744659176003,7.050120984679667,arroz_frito
3.209663166239031,7.6870047893720574,5.389855084580282,7.565930516037026,3.7071783514648393,pollo_horneado
8.889345182404803,9.103458524538505,3.568645365328202,2.3641076585282788,8.882566855773035,hamburguesa
6.3307932818561214,7.21008956537697,2.074202044736869,2.781420079133744,4.879177236033253,hamburguesa
4.589396080713308,4.0915801477314,7.885862836864103,6.537601606765868,1.0823457923765694,ensalada
6.654178959075279,7.674857648490599,4.461869905044549,2.5363859812085052,5.587412436594705,hamburguesa
6.45455687031168,4.592645225256975,6.288683068009056,3.05412348365018,4.455690754265245,pizza
6.637378512933714,8.28453417523309,5.319175565418808,2.9150509076865427,8.080147720332972,hamburguesa
5.803069271271307,3.981644211705673,7.9542446969408624,5.534773592737224,2.9335375963477297,ensalada
5.8034694882721585,3.829004873286762,3.4864909565788884,8.766584157335002,7.360876746592923,arroz_frito
7.6949383859710165,8.743414619115477,4.982904472373401,3.3846959992703356,8.646707794323243,hamburguesa
4.227132467434828,7.16031226850513,6.381499707015602,6.593241360783738,4.259015981956422,pollo_horneado
6.358204287098405,8.754381122276307,4.2999790157294715,3.3330041801109367,6.563072610563531,hamburguesa
5.7448093953032995,4.663012426088091,7.868231957286243,6.342070491813078,2.434324417586759,ensalada
3.383019280122695,6.728120346682921,6.79479246191379,8.48780581386709,9.936413739005857,arroz_frito
8.165326523315526,4.80049807688475,7.275749959867051,4.470895337548648,5.596782818186351,pizza
7.253075285863495,5.491873088631504,5.697002639806394,5.419661803023812,5.367031005855789,pizza
6.590234393263392,5.482579749317443,5.950842420774251,3.7436817315166233,5.185601393642778,pizza
3.0969977087703398,7.712848562864982,7.224535511853733,7.616775533135548,4.138315098382034,pollo_horneado
7.2943285343554445,6.1175935900629,5.031293047880895,4.83870468262144,5.812912439531398,pizza
7.262032924697097,4.528799582461501,4.971496195457482,2.2034034462862127,6.141197071613716,pizza
1.1582000894089766,6.937432221201022,6.6513744180737415,9.351155150019999,9.466976220977024,arroz_frito
1.6294754673334768,7.725193960821263,6.127866715906452,6.469404168130762,3.852646012471071,pollo_horneado
2.545884777272051,2.8124536815016667,4.9398698406843,8.952531092203712,4.542258574626756,arroz_frito
5.58037458103304,8.059328870133308,5.942278633284157,2.6192192632590823,3.863557783957401,hamburguesa
2.816692096342906,8.723049113063425,6.968733857470586,6.388479380697533,2.666834687839801,pollo_horneado
3.851588750366377,7.998511827484696,7.813026591483344,7.289271995881415,3.7464988101223873,pollo_horneado
7.044385128053576,8.641662524654196,2.9524564123055783,2.5364067222941795,6.585584631283481,hamburguesa
6.554435310444029,4.120258870219949,7.939272840044085,5.124241484601605,2.711228283220641,ensalada
6.188161053723359,5.326034137073405,4.827073946889236,6.576234036100514,5.396647508281721,pizza
4.98036353144931,2.443881537658052,8.673308801087703,3.982504781530973,3.027711464751125,ensalada
3.3392967469657053,6.131623029464633,7.293444280287062,8.700011188969821,6.442180120612186,arroz_frito
5.814575288891998,7.502753199814353,5.068874195064972,2.9048896532494974,6.28417350719887,hamburguesa
4.836475368817737,2.852513531627723,8.919062320195223,5.819343587678083,3.385615046937723,ensalada
6.486267839985189,4.594045886301314,5.275606110644189,4.188988990993965,5.031965386661757,pizza
7.357719725551341,4.589271053035853,7.283084102189836,2.396299264698913,5.109274068516274,pizza
6.160845081610905,5.681529336287878,3.529944508275218,4.996790846899284,4.882412374428167,pizza
3.8786729145716947,7.443017192548585,6.612150251777679,5.716574711216077,3.8602188454756043,pollo_horneado
1.8666648711251848,8.943571572473719,7.053137541034473,6.239661265884747,2.5425216907403465,pollo_horneado
7.401375180309848,5.3622011281396444,4.452369196645351,5.19851319444625,5.870928527002399,pizza
7.450092435553748,6.269810855484194,5.868357824318338,5.850962866865849,6.495550115406752,pizza
3.939907859726957,6.481177817260825,7.6288762121778815,5.918533843995436,5.306099453520751,pollo_horneado
7.263332925782286,8.164360939929836,4.065687783147406,3.1856757976616663,5.610379928680744,hamburguesa
6.27397585834151,1.0135232495119255,2.6846044018210433,8.29764134905455,5.404557367565871,arroz_frito
2.7484828564851496,8.197989600935829,6.5935072421540735,8.535017155705331,3.617558074818786,pollo_horneado
5.127450274373585,8.00324971182981,3.224118095062141,3.502382352667803,7.554876978742103,hamburguesa
4.500785657288601,4.8075318922727694,8.529570132367626,7.351737733607113,2.2525879935031,ensalada
5.374330141774396,7.6571287722012595,4.252657617807282,3.1794120913542216,3.9880192398971377,hamburguesa
3.645876700457249,7.954662954001447,4.5799415048015675,6.896807121615055,3.0939470461544905,pollo_horneado
5.540202746556229,8.469277587176357,6.009596756684099,3.0731018761207496,4.1765648438591825,hamburguesa
3.5163074119524915,7.753838184361744,7.233607276296316,6.268855104345086,3.7031446160192925,pollo_horneado
5.051747573064251,3.364146100034884,8.65971327697407,6.992421436500694,1.6250920450965485,ensalada
3.1887434391515805,6.535052018739126,6.281178115759039,8.80086651066841,9.353710356880029,arroz_frito
6.588242911319738,6.941807032656667,4.2081419383504235,5.041653137120777,5.699729240079743,pizza
4.031012407196599,5.6659027849226185,6.246004132841468,8.840133207120333,7.1495795965441165,arroz_frito
8.313056468391201,8.966741342757352,5.865636889990414,3.0452478357618835,8.934627973897673,hamburguesa
3.0256260786005424,8.562719847733323,5.954692520817431,6.615856886446205,2.7171143190195317,pollo_horneado
4.099457306337328,8.359911277949356,6.123040511196254,5.616252809273718,2.4655266871521753,pollo_horneado
2.6112847448692165,9.118980272090521,7.297943763079071,6.565296279465615,2.268180324423739,pollo_horneado
3.5911191524981025,2.641370039966044,9.032673437797568,5.546514246830762,3.960525514578902,ensalada
7.28632794240959,2.1798857020244715,8.993262042972555,5.759140224911569,2.3621948954654575,ensalada
6.775985175571315,7.378026260688325,3.7474671348169117,3.784824270008782,6.532775965748102,hamburguesa
3.3748520020290744,7.361225182956113,6.147739895650544,6.010021745278346,4.026929680794822,pollo_horneado
5.710549843138964,6.566077033718731,3.1458195967073217,2.3919906540087856,4.365637494012746,hamburguesa
6.628576585795553,2.790709455697792,8.356501059528227,5.726375142190969,2.0016505794107085,ensalada
3.3997803738602546,4.388591339157898,8.559816482193296,7.992455603005992,3.573161393518009,ensalada
5.835092134390092,2.643253168713471,9.170981203373598,3.7988387587253385,2.058845578818229,ensalada
4.054738115103338,4.232730477866619,8.439503354206247,6.277801466399857,3.7171657241150062,ensalada
8.620731059079818,7.297870983869447,1.6239695791953164,2.9243500955823465,5.97654217466995,hamburguesa
6.160317521148295,5.1441340477674435,5.059448084977881,4.3414394951774025,5.457583535818196,pizza
6.227324832460209,7.530012340481802,3.6043977790891786,5.127568287202606,6.094399193819099,pizza
5.243441610439058,4.790831131796774,8.352105960891373,6.234324680140285,3.6330815918062265,ensalada
6.829839757032237,8.651937831490306,6.244667315293963,2.8650641959419727,7.972631647831669,hamburguesa
7.203736329682207,6.9836981076346865,4.318404336175014,2.469864946292048,7.882114298033953,hamburguesa
3.6147768780472367,6.283137624923016,5.450193966366793,8.017966676376016,7.88461187989467,arroz_frito
7.2700270272097365,7.587156408243983,4.15996609750823,2.2958845803952825,5.419015299785805,hamburguesa
6.2369266416068285,8.290387022666458,3.795985677132138,5.675487879934005,7.047918798286109,pizza
